Table 1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
id;dur;proto;service;state;spkts;dpkts;sbytes;dbytes;rate;sttl;dttl;sload;dload;sloss;dloss;sinpkt;dinpkt;sjit;djit;swin;stcpb;dtcpb;dwin;tcprtt;synack;ackdat;smean;dmean;trans_depth;response_body_len;ct_srv_src;ct_state_ttl;ct_dst_ltm;ct_src_dport_ltm;ct_dst_sport_ltm;ct_dst_src_ltm;is_ftp_login;ct_ftp_cmd;ct_flw_http_mthd;ct_src_ltm;ct_srv_dst;is_sm_ips_ports;attack_cat;label
828;1.713134;tcp;-;FIN;16;18;1540;1644;19.262941;31;29;6743.196777;7252.205566;4;4;114.185868;97.584937;8663.876759;183.898266;255;712006019;3133236630;255;0.055022;0.054189;0.000833;96;91;0;0;16;0;9;15;1;9;0;0;0;16;12;0;Normal;0
829;0.988955;tcp;ftp-data;FIN;14;6;8928;320;19.212198;31;29;67068.77344;2159.855469;4;1;76.07346;223.38075;6363.275215;386.535656;255;617037962;3576024912;255;0.099999;0.095245;0.004754;638;53;0;0;3;0;11;1;1;2;0;0;0;17;1;0;Normal;0
830;1.755102;tcp;-;FIN;16;18;1540;1644;18.802326;31;29;6581.953613;7078.790527;4;4;116.935065;109.622187;7785.053995;212.922297;255;1116910295;1327715035;255;0.001978;0.001146;0.000832;96;91;0;0;15;0;15;14;1;6;0;0;0;14;16;0;Normal;0
831;1.636493;tcp;-;FIN;16;18;1540;1644;20.165073;31;29;7058.997559;7591.844238;4;4;109.025731;95.408937;8362.361506;195.028578;255;2394104518;1238045957;255;0.015487;0.014537;0.00095;96;91;0;0;14;0;3;13;1;2;0;0;0;17;4;0;Normal;0
832;1.255424;tcp;-;FIN;16;18;1540;1644;26.28594;31;29;9201.671875;9896.257812;4;4;89.647286;83.66207;6523.861464;243.286641;255;4121585250;3354246345;255;0.00064;0.000493;0.000147;96;91;0;0;14;0;8;13;1;4;0;0;0;17;10;0;Normal;0
833;2.114808;tcp;-;FIN;28;42;2198;34406;32.627074;31;29;8019.640137;127054.5547;5;15;81.325387;51.55266;6315.634092;4066.535692;255;3279012495;952435207;255;0.002046;0.001148;0.000898;79;819;0;0;14;0;9;13;1;1;0;0;0;17;8;0;Normal;0
834;1.428834;tcp;-;FIN;16;18;1540;1644;23.095756;31;29;8084.914062;8695.202148;4;4;95.231399;83.230648;6740.953509;196.009297;255;3754814500;3279059237;255;0.019716;0.01391;0.005806;96;91;0;0;15;0;11;14;1;3;0;0;0;14;9;0;Normal;0
835;1.801753;tcp;-;FIN;16;18;1540;1644;18.315496;31;29;6411.533691;6895.506836;4;4;120.08487;117.444469;9151.66221;213.969812;255;17036386;1224839217;255;0.04025;0.040082;0.000168;96;91;0;0;15;0;15;14;1;6;0;0;0;14;16;0;Normal;0
836;2.075616;tcp;-;FIN;28;42;2198;34406;33.243145;31;29;8171.068848;129453.625;5;15;79.819115;53.189694;4839.781087;3925.960626;255;3076553811;1032437234;255;0.002034;0.001212;0.000822;79;819;0;0;15;0;5;14;1;3;0;0;0;14;7;0;Normal;0
837;1.86602;tcp;-;FIN;16;18;1540;1644;17.684698;31;29;6190.716309;6658.020996;4;4;124.380598;109.736352;10000.37728;212.689781;255;2776558609;1107919716;255;0.000617;0.000499;0.000118;96;91;0;0;15;0;8;14;1;2;0;0;0;14;8;0;Normal;0
838;1.854213;tcp;-;FIN;16;18;1540;1644;17.797308;31;29;6230.13623;6700.416992;4;4;132.392997;109.04018;7981.226792;218.540188;255;2424874961;3136378799;255;0.00108;0.000526;0.000554;96;91;0;0;4;0;8;4;1;2;0;0;0;4;10;0;Normal;0
839;1.722098;tcp;-;FIN;16;18;1540;1644;19.162673;31;29;6708.09668;7214.456055;4;4;110.20433;101.271648;7048.006105;171.742031;255;3149070717;978463753;255;0.000614;0.000474;0.00014;96;91;0;0;4;0;9;4;1;2;0;0;0;4;8;0;Normal;0
840;1.998408;tcp;-;FIN;16;18;1540;1644;16.513145;31;29;5780.601562;6216.94873;4;4;133.195939;117.52682;9686.378853;233.107438;255;2574104775;1083120881;255;0.001579;0.000449;0.00113;96;91;0;0;9;0;11;4;1;3;0;0;0;4;9;0;Normal;0
841;1.943837;tcp;-;FIN;16;18;1540;1644;16.976732;31;29;5942.884766;6391.482422;4;4;138.822647;129.51193;10746.06535;283.8605;255;2369068870;1199936404;255;0.001843;0.001157;0.000686;96;91;0;0;9;0;8;4;1;1;0;0;0;4;10;0;Normal;0
842;1.822768;tcp;-;FIN;16;18;1540;1644;18.104334;31;29;6337.614258;6816.007324;4;4;130.171931;107.142469;8993.263854;229.531906;255;424520371;1110869929;255;0.001509;0.001345;0.000164;96;91;0;0;9;0;11;4;1;3;0;0;0;4;9;0;Normal;0
843;0.041901;tcp;ftp-data;FIN;6;8;320;1862;310.255126;31;29;50977.30469;311209.75;1;2;8.317;5.919714;579.726355;14.177988;255;427102675;440566558;255;0.000575;0.000459;0.000116;53;233;0;0;1;0;3;1;1;2;0;0;0;4;1;0;Normal;0
844;1.757187;tcp;-;FIN;16;18;1540;1644;18.780016;31;29;6574.143555;7070.391602;4;4;116.538932;100.173648;6839.12161;184.288312;255;4109070780;983640547;255;0.055034;0.054229;0.000805;96;91;0;0;5;0;8;5;1;4;0;0;0;6;8;0;Normal;0
845;1.624808;tcp;-;FIN;16;18;1540;1644;20.310093;31;29;7109.763184;7646.441895;4;4;108.288532;93.564883;7591.872853;202.406047;255;3291531296;3477017992;255;0.035947;0.034204;0.001743;96;91;0;0;10;0;15;8;1;6;0;0;0;8;16;0;Normal;0
846;25.851397;tcp;-;FIN;66;66;3910;51808;5.067424;31;29;1191.734497;15789.94043;7;26;423.788256;397.704281;57767.25482;1725.092875;255;1706969048;1707306809;255;0.000735;0.000603;0.000132;59;785;0;0;17;0;3;1;1;2;0;0;0;6;4;0;Normal;0
847;1.356066;tcp;-;FIN;16;18;1540;1644;24.335099;31;29;8518.759766;9161.795898;4;4;90.383468;84.716938;6233.745142;146.885375;255;2016917053;1177995309;255;0.000763;0.000592;0.000171;96;91;0;0;16;0;11;15;1;2;0;0;0;16;9;0;Normal;0
848;2.067415;tcp;-;FIN;16;18;1540;1644;15.961962;31;29;5587.654297;6009.437012;4;4;147.644996;128.331813;10268.58736;236.848156;255;2032006076;3190817166;255;0.014971;0.014105;0.000866;96;91;0;0;16;0;9;15;1;5;0;0;0;16;8;0;Normal;0
849;40.559383;tcp;-;FIN;64;66;3806;51808;3.180522;31;29;739.064514;10064.05859;7;26;643.794853;623.979431;117727.6151;116059.332;255;1656907213;1657282887;255;0.000871;0.000719;0.000152;59;785;0;0;4;0;5;1;1;1;0;0;0;2;6;0;Normal;0
850;1.774723;tcp;-;FIN;30;42;2302;34406;40.006242;31;29;10034.24121;151401.6563;5;15;65.716926;45.475437;3991.468237;3487.539549;255;2614819564;1292849974;255;0.001352;0.001175;0.000177;77;819;0;0;16;0;9;15;1;9;0;0;0;16;12;0;Normal;0
851;1.355858;tcp;-;FIN;16;18;1540;1644;24.338833;31;29;8520.066406;9163.202148;4;4;104.211462;79.707234;7207.492532;151.098625;255;2857389697;3269864890;255;0.001684;0.000834;0.00085;96;91;0;0;16;0;9;15;1;9;0;0;0;16;12;0;Normal;0
852;3.04266;tcp;-;FIN;40;40;2542;18508;25.964124;31;29;6517.980957;47447.95703;7;13;78.008254;78.003156;5221.024207;145.614969;255;2321582801;2815223583;255;0.000656;0.000536;0.00012;64;463;0;0;11;0;1;1;1;3;0;0;0;1;10;0;Normal;0
853;0.962117;tcp;-;FIN;16;18;1540;1644;34.299362;31;29;12006.85547;12913.19043;4;4;64.066867;54.645941;4068.155321;96.434898;255;4264042525;3645036839;255;0.035006;0.033127;0.001879;96;91;0;0;14;0;8;13;1;7;0;0;0;17;6;0;Normal;0
854;1.942323;tcp;-;FIN;16;18;1540;1644;16.989965;31;29;5947.517578;6396.464355;4;4;129.464731;120.32575;7523.213434;219.731687;255;3124039663;1340044420;255;0.017998;0.017098;0.0009;96;91;0;0;16;0;9;15;1;9;0;0;0;16;12;0;Normal;0
855;1.029359;tcp;-;FIN;28;30;4656;3080;55.374268;31;29;34895.50391;23144.50195;7;7;38.112224;35.475277;2138.866027;54.781816;255;1614584012;2065845127;255;0.000724;0.00057;0.000154;166;103;0;0;11;0;13;1;1;2;0;0;0;12;11;0;Normal;0
856;2.788087;tcp;ftp;FIN;52;54;2934;3740;37.660232;31;29;8257.992188;10533.3877;11;15;56.892204;52.595113;5407.714844;145.892016;255;2766615759;2767676127;255;0.000682;0.000542;0.00014;56;69;0;0;2;0;11;1;1;2;1;1;0;17;1;0;Normal;0
857;2.37968;tcp;-;FIN;30;42;2302;34406;29.835945;31;29;7483.359375;112912.6641;5;15;88.123703;59.228524;158.161516;5832.028258;255;4264043571;1009035631;255;0.153976;0.010539;0.143437;77;819;0;0;14;0;8;13;1;7;0;0;0;17;6;0;Normal;0
858;35.988567;tcp;-;FIN;66;66;3910;51808;3.640045;31;29;856.049622;11342.26856;7;26;562.316362;553.661062;93622.17582;2884.91525;255;421933865;2567621372;255;0.000718;0.000578;0.00014;59;785;0;0;7;0;8;1;1;3;0;0;0;5;21;0;Normal;0
859;9.402727;tcp;-;FIN;66;66;3910;51808;13.932128;31;29;3276.496338;43412.08594;7;26;146.91242;144.648954;12150.59912;12054.23197;255;3979129409;3979414137;255;0.000665;0.000535;0.00013;59;785;0;0;19;0;3;1;1;2;0;0;0;5;3;0;Normal;0
860;1.236218;tcp;-;FIN;16;18;1540;1644;26.694321;31;29;9344.629883;10050.00781;4;4;82.33853;72.688703;4833.840547;145.310094;255;958411278;3390229113;255;0.000991;0.000505;0.000486;96;91;0;0;14;0;4;13;1;2;0;0;0;17;7;0;Normal;0
861;0.003868;tcp;http;FIN;8;10;1052;824;4395.036062;31;29;1904860.375;1534643.125;2;2;0.502571;0.371333;32.195014;0.65897;255;907099697;908010958;255;0.000649;0.000522;0.000127;132;82;1;83;2;0;4;2;1;3;0;0;1;12;1;0;Normal;0
862;2.467686;tcp;-;FIN;30;42;2302;34406;28.771895;31;29;7216.477539;108885.8203;5;15;91.383706;58.265757;5643.873582;4427.783682;255;1441939731;1029844724;255;0.081438;0.078787;0.002651;77;819;0;0;14;0;4;13;1;2;0;0;0;17;7;0;Normal;0
863;1.382635;tcp;-;FIN;16;18;1540;1644;23.86747;31;29;8355.061523;8985.741211;4;4;92.152997;81.268;6567.053079;213.318609;255;1972007374;3279354910;255;0.001206;0.001078;0.000128;96;91;0;0;14;0;8;13;1;4;0;0;0;17;10;0;Normal;0
864;39.359058;tcp;http;FIN;14;18;1684;10168;0.78762;31;29;317.893799;1952.079224;3;5;3027.594077;2315.205882;330903.3058;289388.2697;255;2974807409;2980121436;255;0.000704;0.00055;0.000154;120;565;1;3924;2;0;3;2;1;1;0;0;1;4;2;0;Normal;0
865;1.408494;tcp;-;FIN;16;18;1540;1644;23.42928;31;29;8201.667969;8820.768555;4;4;93.826465;87.06407;6536.799135;203.287;255;1972008396;3341425104;255;0.103383;0.102529;0.000854;96;91;0;0;14;0;8;13;1;4;0;0;0;17;10;0;Normal;0
866;1.672128;tcp;-;FIN;16;18;1540;1644;19.735332;31;29;6908.562012;7430.053223;4;4;108.93647;98.297883;6954.498914;169.941344;255;889425578;1133924367;255;0.001194;0.001061;0.000133;96;91;0;0;8;0;15;6;1;3;0;0;0;6;16;0;Normal;0
867;1.333938;tcp;-;FIN;16;18;1540;1644;24.738781;31;29;8660.072266;9313.776367;4;4;88.902669;78.44018;7698.793615;156.457766;255;3039002063;1134753039;255;0.002532;0.000452;0.00208;96;91;0;0;8;0;15;6;1;3;0;0;0;6;16;0;Normal;0
868;1.578221;tcp;-;FIN;16;18;1540;1644;20.90962;31;29;7319.634277;7872.154785;4;4;105.139397;91.586117;6787.025293;170.802328;255;1741937000;3315624988;255;0.022055;0.021251;0.000804;96;91;0;0;8;0;8;6;1;2;0;0;0;6;10;0;Normal;0
869;1.159;tcp;-;FIN;16;18;1540;1644;28.47282;31;29;9967.212891;10719.58594;4;4;77.193868;65.058531;6615.775108;134.320828;255;1646976834;3432629164;255;0.084891;0.053004;0.031887;96;91;0;0;15;0;8;14;1;1;0;0;0;14;10;0;Normal;0
870;31.581547;tcp;-;FIN;66;66;3910;51808;4.147992;31;29;975.506348;12925.01563;7;26;493.456523;485.859688;75342.8895;2321.61575;255;3359836463;1214802154;255;0.000786;0.000654;0.000132;59;785;0;0;5;0;4;1;1;1;0;0;0;4;10;0;Normal;0
871;1.379483;tcp;-;FIN;16;18;1540;1644;23.922006;31;29;8374.152344;9006.272461;4;4;91.937067;86.14525;6331.568556;163.074641;255;926975548;3255335548;255;0.002015;0.001158;0.000857;96;91;0;0;15;0;5;14;1;3;0;0;0;14;7;0;Normal;0
872;1.848934;tcp;-;FIN;16;18;1540;1644;17.848122;31;29;6247.924316;6719.547363;4;4;123.239599;115.484313;9479.083847;238.181594;255;3149072497;3230079202;255;0.001336;0.001184;0.000152;96;91;0;0;4;0;9;4;1;2;0;0;0;4;8;0;Normal;0
873;1.33096;tcp;-;FIN;66;66;3910;51808;98.425194;31;29;23147.20117;306689.9063;7;26;20.471461;20.466801;1158.817044;30.449059;255;2212482755;2216965800;255;0.000759;0.000609;0.00015;59;785;0;0;4;0;5;1;1;1;0;0;0;2;7;0;Normal;0
874;1.979325;tcp;-;FIN;16;18;1540;1644;16.67235;31;29;5836.333008;6276.887207;4;4;131.931534;123.645313;9525.471785;244.711281;255;2574103089;3227112325;255;0.001146;0.000997;0.000149;96;91;0;0;9;0;11;4;1;3;0;0;0;4;9;0;Normal;0
875;1.810803;tcp;-;FIN;16;18;1540;1644;18.223959;31;29;6379.490234;6861.044434;4;4;120.69647;106.484;7410.957545;210.864156;255;1959491670;3136202640;255;0.001351;0.000572;0.000779;96;91;0;0;5;0;8;5;1;4;0;0;0;6;8;0;Normal;0
876;6.812286;tcp;-;FIN;16;18;1272;2572;4.844189;31;29;1400.998169;2853.667725;4;4;454.129733;400.691813;30689.52142;818.725;255;2967450841;2971899688;255;0.000669;0.000524;0.000145;80;143;0;0;3;0;5;1;1;3;0;0;0;5;8;0;Normal;0
877;1.350904;tcp;-;FIN;16;18;1540;1644;24.428087;31;29;8551.310547;9196.804688;4;4;89.992669;82.053375;5638.965886;130.252359;255;4162301748;1172650225;255;0.038865;0.038049;0.000816;96;91;0;0;16;0;11;15;1;2;0;0;0;16;9;0;Normal;0
878;0.048004;tcp;-;FIN;30;42;2302;34406;1479.043371;31;29;370969.0625;5597366.5;5;15;1.703;1.188475;94.913605;76.02422;255;2816683434;2816424764;255;0.000584;0.000462;0.000122;77;819;0;0;11;0;8;6;1;6;0;0;0;12;21;0;Normal;0
879;2.058771;tcp;-;FIN;16;18;1540;1644;16.028981;31;29;5611.114746;6034.668457;4;4;137.21626;118.524766;10546.82625;248.177609;255;4181587722;1067652068;255;0.044683;0.043849;0.000834;96;91;0;0;16;0;9;15;1;5;0;0;0;16;8;0;Normal;0
880;0.020026;tcp;-;FIN;16;18;1540;1644;1647.857767;31;29;576850.0625;620393.5;4;4;1.312467;1.151118;97.509502;1.894005;255;907100982;913431223;255;0.00057;0.000454;0.000116;96;91;0;0;16;0;13;6;1;8;0;0;0;12;11;0;Normal;0
881;2.484152;tcp;-;FIN;30;42;2302;34406;28.581181;31;29;7168.643066;108164.0703;5;15;88.675854;60.556806;7663.350907;5771.636347;255;4181585157;947635201;255;0.00304;0.001322;0.001718;77;819;0;0;16;0;9;15;1;5;0;0;0;16;8;0;Normal;0
882;1.825982;tcp;-;FIN;16;18;1540;1644;18.072468;31;29;6326.458984;6804.010254;4;4;121.707068;106.247531;7443.347732;193.411234;255;2677395859;3247227403;255;0.030529;0.01977;0.010759;96;91;0;0;6;0;15;5;1;1;0;0;0;5;16;0;Normal;0
883;0.025778;tcp;-;FIN;16;18;1540;1644;1280.161412;31;29;448134.0938;481961.375;4;4;1.698;1.488235;115.655688;2.719027;255;907105227;3061648406;255;0.001102;0.000475;0.000627;96;91;0;0;16;0;13;6;1;8;0;0;0;12;11;0;Normal;0
884;1.57912;tcp;-;FIN;16;18;1540;1644;20.897715;31;29;7315.466797;7867.672852;4;4;112.716926;92.823586;7257.660664;171.199203;255;889423937;3191711015;255;0.00129;0.001118;0.000172;96;91;0;0;8;0;15;6;1;3;0;0;0;6;16;0;Normal;0
885;1.872226;tcp;-;FIN;16;18;1540;1644;17.626077;31;29;6170.195312;6635.951172;4;4;124.671067;130.288859;7699.398101;242.247375;255;3266488172;3261027609;255;0.049047;0.048178;0.000869;96;91;0;0;15;0;15;14;1;6;0;0;0;14;16;0;Normal;0
886;7.853923;tcp;-;FIN;78;80;4550;72810;19.99001;31;29;4575.547852;73237.28906;7;33;101.995037;99.40832;7907.738717;7804.917241;255;702063459;702390599;255;0.000802;0.000657;0.000145;58;910;0;0;5;0;3;1;1;2;0;0;0;4;6;0;Normal;0
887;1.910826;tcp;-;FIN;16;18;1540;1644;17.270019;31;29;6045.553223;6501.900391;4;4;136.463859;112.338414;8237.18863;241.701391;255;3266489190;1118312461;255;0.001961;0.001073;0.000888;96;91;0;0;15;0;15;14;1;6;0;0;0;14;16;0;Normal;0
888;1.429855;tcp;-;FIN;16;18;1540;1644;23.079263;31;29;8079.141113;8688.993164;4;4;95.249402;84.05982;6991.428431;198.441937;255;3754813583;3269830559;255;0.00167;0.000834;0.000836;96;91;0;0;15;0;11;14;1;3;0;0;0;14;9;0;Normal;0
889;1.790263;tcp;-;FIN;16;18;1540;1644;18.433045;31;29;6452.683105;6939.762207;4;4;119.326736;111.252687;8669.0623;185.921234;255;1981939841;988434738;255;0.011863;0.010216;0.001647;96;91;0;0;5;0;8;5;1;4;0;0;0;6;8;0;Normal;0
890;4.709302;tcp;-;FIN;40;40;2542;18508;16.77531;31;29;4211.239746;30655.92383;7;13;120.743208;123.8905;7487.728431;205.439687;255;2987323285;2029935895;255;0.001608;0.00146;0.000148;64;463;0;0;11;0;5;1;1;1;0;0;0;12;7;0;Normal;0
891;1.53539;tcp;-;FIN;28;42;2198;34406;44.939722;31;29;11046.05371;175001.7813;5;15;56.85152;37.422538;4486.922532;2969.874407;255;1024520534;1166324201;255;0.001935;0.001065;0.00087;79;819;0;0;5;0;11;5;1;1;0;0;0;6;9;0;Normal;0
892;2.28565;tcp;-;FIN;16;18;1540;1644;14.437906;31;29;5054.14209;5435.652832;4;4;152.353735;134.422594;10217.28941;303.909312;255;2956555660;1013872786;255;0.000942;0.000457;0.000485;96;91;0;0;10;0;15;8;1;6;0;0;0;8;16;0;Normal;0
893;4.749348;tcp;-;FIN;22;24;1920;4312;9.474984;31;29;3087.581543;6961.797363;6;6;226.143148;206.466829;12183.67088;11644.90849;255;2379966719;234869924;255;0.000737;0.000602;0.000135;87;180;0;0;4;0;5;1;1;1;0;0;0;2;8;0;Normal;0
894;2.363331;tcp;-;FIN;30;42;2302;34406;30.042342;31;29;7535.126953;113693.7578;5;15;81.482621;56.502925;5472.837821;5244.798782;255;3291527861;1095232046;255;0.16005;0.103213;0.056837;77;819;0;0;10;0;15;8;1;6;0;0;0;8;16;0;Normal;0
895;0.143857;tcp;ssh;FIN;62;58;5928;8010;827.210342;31;29;324377.6875;437768.0625;14;17;2.397617;2.557553;229.357547;241.061585;255;547096284;547348732;255;0.000644;0.00051;0.000134;96;138;0;0;1;0;5;1;1;1;0;0;0;5;1;0;Normal;0
896;2.338994;tcp;-;FIN;16;18;1540;1644;14.108629;31;29;4938.875488;5311.685059;4;4;155.900264;137.342766;10500.74961;307.957625;255;2956556548;3162627531;255;0.004299;0.004166;0.000133;96;91;0;0;10;0;15;8;1;6;0;0;0;8;16;0;Normal;0
897;1.982903;tcp;-;FIN;16;18;1540;1644;16.642266;31;29;5825.801758;6265.561035;4;4;132.172802;111.92382;8362.788614;204.898234;255;541941707;3223237064;255;0.08102;0.080197;0.000823;96;91;0;0;10;0;8;8;1;2;0;0;0;8;8;0;Normal;0
898;19.887928;tcp;-;FIN;16;18;1272;2572;1.659298;31;29;479.889099;977.477417;4;4;1325.83665;1242.95475;101746.797;2857.24375;255;3817386191;3817717543;255;0.000793;0.000645;0.000148;80;143;0;0;19;0;13;1;1;2;0;0;0;5;11;0;Normal;0
899;1.42124;tcp;-;FIN;16;18;1540;1644;23.219161;31;29;8128.11377;8741.662109;4;4;94.672868;83.573352;6468.278881;153.080156;255;2652362268;1133851576;255;0.001031;0.000487;0.000544;96;91;0;0;10;0;15;8;1;6;0;0;0;8;16;0;Normal;0
900;23.485695;tcp;ssh;FIN;62;58;5928;8010;5.066914;31;29;1986.911621;2681.462158;14;17;391.428251;412.015575;88415.26089;90606.70035;255;3111515284;962271691;255;0.000769;0.000626;0.000143;96;138;0;0;1;0;9;1;1;1;0;0;0;6;1;0;Normal;0
901;37.767029;tcp;http;FIN;14;18;1684;10168;0.820822;31;29;331.29425;2034.367065;3;5;2905.059077;2360.402906;318704.7056;287289.7008;255;1549427515;1550665219;255;0.000731;0.000572;0.000159;120;565;1;3924;2;0;5;2;1;1;0;0;1;12;2;0;Normal;0
902;0.611112;tcp;ftp-data;FIN;8;12;424;8824;31.090864;31;29;4856.720215;105892.2109;1;4;87.142859;61.333556;5038.757841;2904.327562;255;3594103342;3783633830;255;0.059941;0.059108;0.000833;53;735;0;0;3;0;8;1;1;7;0;0;0;17;2;0;Normal;0
903;0.68416;udp;-;CON;4;4;520;304;10.231525;31;29;4560.336914;2666.042969;0;0;141.996672;158.673672;200.803719;224.390672;0;0;0;0;0;0;0;130;76;0;0;16;0;9;1;1;9;0;0;0;16;12;0;Normal;0
904;3.793336;tcp;-;FIN;64;66;3806;51808;34.007007;31;29;7902.279297;107607.6563;7;26;60.206667;58.294015;5332.610565;5250.358304;255;414579232;416985927;255;0.004398;0.004216;0.000182;59;785;0;0;19;0;3;1;1;2;0;0;0;5;3;0;Normal;0
905;1.318514;tcp;-;FIN;16;18;1540;1644;25.028176;31;29;8761.37793;9422.728516;4;4;94.1525;77.5255;6055.567333;149.768719;255;2114466625;3621027667;255;0.078999;0.078105;0.000894;96;91;0;0;14;0;8;13;1;7;0;0;0;17;6;0;Normal;0
906;1.174123;tcp;-;FIN;16;18;1540;1644;28.106083;31;29;9838.832031;10581.51465;4;4;78.202533;67.704531;5601.479937;154.752156;255;737036447;3681026732;255;0.024014;0.023138;0.000876;96;91;0;0;8;0;8;6;1;1;0;0;0;6;6;0;Normal;0
907;5.195286;tcp;-;FIN;40;42;2558;23162;15.591058;31;29;3841.94458;34817.71875;7;14;136.708894;126.700683;0;9250.797778;255;4084034340;1782001056;255;0.000669;0.000554;0.000115;64;551;0;0;19;0;5;1;1;1;0;0;0;5;7;0;Normal;0
908;1.216604;tcp;-;FIN;16;18;1540;1644;27.124685;31;29;9495.283203;10212.0332;4;4;81.086199;74.59;5833.096887;185.422516;255;3266486069;1342445366;255;0.024008;0.023162;0.000846;96;91;0;0;15;0;15;14;1;6;0;0;0;14;16;0;Normal;0
909;1.037684;tcp;-;FIN;16;18;1540;1644;31.80159;31;29;11132.4834;11972.81641;4;4;69.156068;64.659125;4846.653093;160.121094;255;3291526923;1331042964;255;0.004008;0.003137;0.000871;96;91;0;0;10;0;15;8;1;6;0;0;0;8;16;0;Normal;0
910;5.275235;tcp;-;FIN;64;66;3806;51808;24.453886;31;29;5682.400879;77378.92188;7;26;83.728758;81.145815;6444.539665;6348.595063;255;4231645183;4231996320;255;0.000892;0.000751;0.000141;59;785;0;0;16;0;4;1;1;3;0;0;0;12;1;0;Normal;0
911;1.152917;tcp;-;FIN;16;18;1540;1644;28.623049;31;29;10019.80176;10776.14453;4;4;82.328644;67.161117;5502.124074;144.578391;255;469437034;3492647817;255;0.012023;0.011177;0.000846;96;91;0;0;16;0;9;15;1;9;0;0;0;16;12;0;Normal;0
912;0.273914;tcp;ftp-data;FIN;14;6;8928;320;69.364835;31;29;242148.9844;7798.067871;4;1;24.901273;51.517398;1679.697982;102.72807;255;1444523536;40955410;255;0.02092;0.01611;0.00481;638;53;0;0;3;0;8;1;1;7;0;0;0;17;2;0;Normal;0
913;0.491843;tcp;smtp;FIN;52;42;37230;3380;189.084734;31;29;593929.375;53675.66797;18;8;9.635823;11.983439;781.096832;25.246309;255;247099775;248085959;255;0.000635;0.000519;0.000116;716;80;0;0;1;0;4;1;1;2;0;0;0;5;1;0;Normal;0
914;2.133915;tcp;-;FIN;16;18;1540;1644;15.464534;31;29;5413.523926;5822.162598;4;4;152.400076;119.39618;9540.106205;241.299344;255;1789424554;1094646585;255;0.161006;0.104179;0.056827;96;91;0;0;6;0;4;5;1;2;0;0;0;5;7;0;Normal;0
915;2.300005;tcp;-;FIN;28;42;2198;34406;29.999935;31;29;7373.896973;116824.0938;5;15;88.448882;53.971049;5693.093648;4692.841657;255;2101938913;1001633803;255;0.088977;0.087182;0.001795;79;819;0;0;6;0;5;5;1;3;0;0;0;5;7;0;Normal;0
916;1.465243;tcp;-;FIN;28;30;4656;3080;38.901398;31;29;24514.70508;16259.41895;7;7;54.256592;50.506551;3569.76504;96.5025;255;354583985;1826382452;255;0.000696;0.000549;0.000147;166;103;0;0;3;0;5;1;1;3;0;0;0;5;8;0;Normal;0
917;1.5336;tcp;-;FIN;16;18;1540;1644;21.517997;31;29;7532.603027;8101.199707;4;4;102.219001;83.498117;6832.281135;176.514797;255;3934807505;3468629805;255;0.114983;0.114124;0.000859;96;91;0;0;6;0;4;5;1;2;0;0;0;5;7;0;Normal;0
918;1.42323;tcp;-;FIN;16;18;1540;1644;23.186694;31;29;8116.748047;8729.439453;4;4;94.858736;87.761188;6841.558069;159.979344;255;2101942370;3279056256;255;0.025791;0.01905;0.006741;96;91;0;0;6;0;5;5;1;3;0;0;0;5;7;0;Normal;0
919;0.017619;tcp;-;FIN;16;18;1540;1644;1872.977956;31;29;655655.8125;705147.8125;4;4;1.153533;1.072812;87.968904;2.027766;255;2816682476;2819124298;255;0.000559;0.000448;0.000111;96;91;0;0;11;0;8;6;1;6;0;0;0;12;21;0;Normal;0
920;1.537098;tcp;-;FIN;16;18;1540;1644;21.469027;31;29;7515.460938;8082.763672;4;4;108.574071;86.587937;5992.508061;177.819125;255;4264044575;1255447861;255;0.111065;0.065102;0.045963;96;91;0;0;14;0;8;13;1;7;0;0;0;17;6;0;Normal;0
921;1.531111;tcp;-;FIN;16;18;1540;1644;21.552977;31;29;7544.848145;8114.369141;4;4;109.286074;98.868797;6838.872683;181.682094;255;2114465671;1321446812;255;0.048995;0.048077;0.000918;96;91;0;0;14;0;8;13;1;7;0;0;0;17;6;0;Normal;0
922;0.022555;tcp;-;FIN;16;18;1540;1644;1463.090275;31;29;512170.2813;550831.3125;4;4;1.482133;1.299059;95.368015;2.610018;255;2816684357;2821170719;255;0.000587;0.000468;0.000119;96;91;0;0;11;0;8;6;1;6;0;0;0;12;21;0;Normal;0
923;1.549927;tcp;-;FIN;16;18;1540;1644;21.291325;31;29;7453.254395;8015.861328;4;4;110.686286;91.138;8660.776718;198.049859;255;244522876;3378616172;255;0.000709;0.000578;0.000131;96;91;0;0;14;0;3;13;1;2;0;0;0;17;4;0;Normal;0
924;2.054385;tcp;-;FIN;28;42;2198;34406;33.586695;31;29;8255.511719;130791.4531;5;15;76.074368;50.079341;4970.74584;3620.313789;255;3354102162;984242478;255;0.001995;0.001131;0.000864;79;819;0;0;8;0;3;6;1;1;0;0;0;6;4;0;Normal;0
925;0.02257;tcp;-;FIN;16;18;1540;1644;1462.117914;31;29;511829.875;550465.25;4;4;1.4842;1.301059;92.492097;2.71817;255;2816687044;2818603722;255;0.000557;0.000446;0.000111;96;91;0;0;11;0;8;6;1;6;0;0;0;12;21;0;Normal;0
